Designator,Reference,Component,Amount,Individual Cost,Total Cost,Vendor 1,Vendor 2,Vendor 3
CONN SMA JACK STR 50OHM EDGE MNT,"J1, J2",142-0761-801,2,$13.80 ,$27.60 ,https://www.digikey.com/en/products/detail/cinch-connectivity-solutions-johnson/142-0761-801/726105,https://www.mouser.com/en/ProductDetail/Johnson-Cinch-Connectivity-Solutions/142-0761-801?qs=HJmQg3iS7MP8tIqpK8nvaQ%3D%3D&srsltid=AU7gw4XMvhS6I62B3M1Vre4Nfe_GpUb1HRVPuu8kp7OfIjpWFuK8giqa,https://www.newark.com/johnson-cinch-connectivity/142-0761-801/conn-rf-coax-sma-coaxial-straight/dp/18K5110?&CMP=KNC-GUSA-GEN-SKU-OPTMYZR-CONNECTOR&gad_source=1&gad_campaignid=22453111094&gclid=Cj0KCQjwzsjVBhC3ARIsALnMv4m_8ue7BQhvSmJn2woMkLmOtdVJdWbkIV7dsKt3G9XZJ2qFCeyu1XkaAn3MEALw_wcB
